羚翘解毒片
尼氟酸
维生素B6
亚胺培南西司他丁
ω-3鱼油脂肪乳
锝[99mTc]亚乙双半胱氨酸
氯化钙溴化钠
还原型谷胱甘肽
美法仑
洛沙平
九维鱼肝油
乳酸菌素
消伤痛
吸收性氧化纤维素
RH阴性滤白洗涤红细胞
复方硫酸软骨素
苯佐卡因
冰樟桉氟轻松
宁心安神胶囊
宁心安神颗粒
七味养心健脾胶囊
强力脑清素片
清脑安神丸
神牡安神胶囊
双参刺五加口服液
睡安胶囊
松补力胶囊
酸枣仁油滴丸
天王补心液
乌阳补心糖浆
心脑静片
心脾补益颗粒
心神安胶囊
新乐康片
洋参五加口服液
养心宁神丸
夜宁合剂
夜宁胶囊
夜宁颗粒
夜宁口服液
夜宁糖浆
枣仁安神液
珍芝安神胶囊
状元丸
白及胶囊
白及颗粒
白及片
白及糖浆
灯心止血胶囊
地锦草胶囊
腐植酸钠颗粒
腐植酸钠片
复方大红袍止血胶囊
复方大红袍止血片
复方铁苋止血粉
海墨止血胶囊
海墨止血片
花蕊石止血散
江南卷柏片
精黄片
景天三七胶囊
景天三七片
景天三七糖浆
溃平宁胶囊
溃平宁颗粒
三七血伤宁散
三七止血胶囊
三七止血咀嚼片
三七止血片
芍倍注射液
生三七粉
薯莨片
四红丹
胃疡安胶囊
仙桃草膏
仙桃草片
血见宁
血宁安吉杷尔糖浆
血宁胶囊
血宁颗粒
血宁片
药墨
益诺胶囊
益气止血颗粒
云南红药散
震灵丸
止血宝颗粒
止血宝片
止血复脉合剂
止血灵胶囊
止血宁
止血镇痛胶囊
治红丸
紫地宁血颗粒
丹玉通脉颗粒
地奥心血康颗粒
地奥心血康片
保心胶囊
参灵通络胶囊
参蛇偏瘫胶囊
参苏补肾胶囊
参仙升脉口服液
虫草芪参胶囊
虫草双参酒
陈香露白露片
楤木胃痛颗粒
颠茄酊
颠茄流浸膏
东方胃药胶囊
复方花粉舒肝口服液
复方陇马陆胃药片
复方胃宁胶囊
复方胃宁片
复方元胡止痛胶囊
复方元胡止痛片
肝脾康胶囊
肝舒胶囊
肝舒片
肝维康片
肝胃气痛片
肝悦片
海贝胃疡胶囊
海甘胃片
和络舒肝片
和胃降逆胶囊
和胃片
和胃平肝丸
猴头健胃灵胶囊
猴头健胃灵片
厚元行气丸
琥珀利气丸
活胃胶囊
活胃散
健脾五味丸
健胃宽胸丸
截疟七宝丸
金佛止痛丸
金红颗粒
金红片
金莲胃舒片
金明和胃胶囊
金胃泰胶囊
九宝丸
九气拈痛胶囊
九气拈痛丸
九气心痛丸
救必应胃痛胶囊
开胃健脾丸
开胸理气丸
开胸消食片
开郁顺气丸
快胃舒肝丸
宽胸舒气化滞丸
宽中老蔻丸
宽中顺气丸
利肝和胃丸
六味木香胶囊
六味木香散
六味木香丸
秘制舒肝丸
摩罗口服液
木香分气丸
木香理气片
木香理气丸
木香通气丸
能安均宁胶囊
能安均宁散
平安丸
平胃片
气痛丸
十香定痛丸
十香止痛丸
舒肝和胃口服液
舒肝和胃丸
舒肝康胶囊
舒肝快胃丸
舒肝平胃丸
舒肝调气丸
舒肝消积丸
舒气丸
舒郁九宝丸
薯蓣丸
薯蓣皂苷片
双姜胃痛丸
双金胃肠胶囊
双香顺气胶囊
四方胃胶囊
四方胃片
苏南山肚痛丸
锁阳三味片
调胃丹
调胃舒肝丸
痛宁片
卫胃颗粒
胃安胶囊
胃得康胶囊
胃得康片
胃福颗粒
胃复胶囊
胃复片
胃复舒胶囊
胃乐宁片
胃力胶囊
胃力片
胃立康片
胃热清胶囊
胃舒宁胶囊
胃舒宁颗粒
胃舒止痛片
胃苏泡腾片
胃泰和胶囊
胃祥宁颗粒
胃炎康胶囊
胃益胶囊
五灵丸
五香丸
仙人掌胃康胶囊
香砂和胃丸
香砂积术丸
香砂胃痛散
香药胃安胶囊
香药胃安片
香元和胃颗粒
小儿吐泻宁
新健胃片
延胡胃安胶囊
养胃宁胶囊
野苏胶囊
野苏颗粒
益胃膏
元和正胃片
元胡胃舒胶囊
元胡止痛分散片
越菊二陈丸
越橘保和丸
珍苓解郁胶囊
珍珠胃安丸
制金柑丸
制酸止痛胶囊
氨力农
十维颗粒
败酱胶囊
败酱片
参柴肝康片
参柴肝康软胶囊
复方紫参颗粒
百草堂百消膏
消渴灵颗粒
消渴灵片
消渴灵丸
消渴平胶囊
消渴清颗粒
消渴通脉口服液
消糖灵颗粒
消糖灵片
心肌康颗粒
心脑舒颗粒
心脑舒口服液
虚汗停糖浆
洋参保肺胶囊
洋参保肺颗粒
洋参虫草益肾口服液
洋参雪哈口服液
养阴降糖颗粒
养阴降糖片
液状琼玉膏
一洲洋参胶囊
蚁参护肝口服液
益津降糖胶囊
益津降糖颗粒
益津降糖口服液
益康胶囊
益气生津茶
益气生津降糖胶囊
益气糖康胶囊
益气消渴颗粒
益气养阴口服液
益糖平颗粒
益阴消渴胶囊
玉兰降糖胶囊
玉苓消渴茶
玉盘消渴片
玉泉散
玉液消渴颗粒
玉竹膏
玉竹颗粒
愈三消胶囊
增抗宁胶囊
增抗宁颗粒
增抗宁口服液
增抗宁片
增液颗粒
珍芪降糖胶囊
振源口服液
正糖胶囊
正天宗牌洋参丸
正元胶囊
止渴降糖胶囊
止渴养阴胶囊
炙甘草颗粒
壮腰补肾丸
子仲益肾丸
琥珀抱龙胶囊
琥珀抱龙丸
同仁安神丸
珍牡胶囊
清心安神口服液
安尔眠胶囊
安尔眠颗粒
安尔眠糖浆
安康胶囊
安康片
安神补气丸
安神健脑液
安神胶囊
安神片
安神丸
安神养心丸
安神养血口服液
白益镇惊丸
北芪片
北芪五加片
补血安神胶囊
补血宁神片
复方吡拉西坦脑蛋白水解物
二羟二丁基醚
b型流感嗜血杆菌偶联、重组乙型肝炎联合疫苗
锝[99mTc]聚合白蛋白
睾丸
氯丙嗪
巴洛沙星
头孢妥仑匹酯
尼莫地平
托西溴苄铵
磺胺氧化锌
司氟沙星
厄贝沙坦氢氯噻嗪
水杨酸毒扁豆碱
雷奈酸锶
抗乙肝转移因子
氯沙坦
复方醋酸曲安西龙
吡美莫司
复合维生素（12种）
托泊替康
司来吉兰
磺溴酞
谷氨酸钾
利多布比卡因
维生素E皇浆
大黄叶绿素铜
三维肌醇
复合维生素
复方颠茄氢氧化铝
美愈伪麻
复方甘露醇
氨酚伪麻氯汀
屋尘螨变应原
胺碘酮
氨酚氯宗
复方氨基酸(15)双肽(2)
葡萄糖酸锌
谷固醇
双唑泰
复方炔雌醇
阿托品异丙嗪
谷维素
氟胞嘧啶
卡培他滨
氨酚曲麻
氢氯噻嗪
复方克罗米通
重组人表皮生长因子
替考拉宁
肉毒抗毒素
复方盐酸赖氨酸
复方二甲双胍格列吡嗪
双炔失碳酯
托尼萘酸
美金刚
动物源长效胰岛素
双歧杆菌乳杆菌嗜热链球菌三联活菌
二羟丙茶碱
人用狂犬病纯化疫苗(鸡胚细胞)
去铁酮
复方阿托品麻黄碱
庆大霉素甲氧苄啶
精氨酸
硫
阿米三嗪萝巴新
呱西替柳
流行性感冒灭活疫苗
人胎盘组织液
硼酸冰片
复方五倍子水杨酸
雌二醇/雌二醇炔诺酮
复方氨酚愈敏
氨酚氢可酮
洛美利嗪
复方噻吗洛尔
安普乐定
复方珊瑚姜尿素咪康唑
氯磺丙脲
鸦胆子油
氯吡格雷
吡罗昔康
复方氢化可的松胶布
巴氯芬
复方倍氯米松樟脑
复方三氧化二砷
吡拉西坦
氨酚伪麻
伤寒Vi多糖疫苗
复方氨酚溴敏
枯草芽孢杆菌
重组牛碱性成纤维细胞生长因子
莪术油
愈酚伪麻待因
标准桃金娘油
治疗用布氏菌制剂
复方甘菊利多卡因
布康唑
戊酸雌二醇
复方维生素B2
维酶素
五肽胃泌素
杏芎
噻托溴铵
尤瑞克林
甲、乙肝联合疫苗
卡比马唑
葡萄糖酸依诺沙星
奥美沙坦酯
头孢咪唑
头孢磺啶
熊胆粉
八宝拨云散
安神镇惊二十味丸
安神足液
八味地黄宁心口服液
柏黄静神丸
柏子滋心丸
补脾安神合剂
补心片
补心丸
参茯益气安神合剂
参枣健脑口服液
刺五加脑灵胶囊
茯蚁参酒
复方北五味子片
复方高滋斑片
复方灵芝安神口服液
复方灵芝颗粒
复方灵芝片
复方灵芝糖浆
复方人参益肾胶囊
复方天麻颗粒
高山红景天口服液
琥珀安神丸
健脑片
健脑丸
孔圣枕中丸
利尔眠胶囊
利尔眠片
利心丸
莲心胶囊
灵莲花颗粒
灵苓胶囊
灵芝北芪胶囊
灵芝北芪片
灵芝袋泡茶
灵芝滴丸
灵芝分散片
灵芝红花安神口服液
灵芝胶囊
灵芝浸膏片
灵芝菌合剂
灵芝菌片
灵芝颗粒
灵芝口服液
灵芝片
灵芝糖浆
龙枣胶囊
脑乐静
脑乐静胶囊
脑乐静颗粒
脑乐静口服液
脑乐静片
脑力宝丸
脑力静胶囊
脑力静糖浆
脑宁糖浆
脑心舒口服液
宁神定志丸
宁神丸
心荣颗粒
心荣口服液
心荣片
心痛宁滴丸
心痛宁喷雾剂
羊藿三七胶囊
羊藿三七片
益气温阳胶囊
爱维心口服液
丹参保心茶
丹参膏
丹参软胶囊
丹参益心胶囊
丹骨生发酊
复方丹参肠溶胶囊
复方三七补血胶囊
复方三七补血片
双丹口服液
血府逐瘀泡腾片
血府逐瘀软胶囊
注射用丹参
紫丹活血胶囊
紫丹活血片
常松八味沉香胶囊
百效丸
保赤散
保儿宁颗粒
保儿宁糖浆
保和咀嚼片
保和口服液
保和液
补脾消积口服液
大山楂咀嚼片
大山楂颗粒
大山楂片
儿童清热导滞丸
儿滞灵颗粒
二十九味能消散
肥儿宝颗粒
复方鸡内金片
复方太子参颗粒
复方太子参口服液
复方乌槟颗粒
复方消食颗粒
复方鹧鸪菜散
疳积散
橄榄晶冲剂
隔山消积颗粒
寒水石小灰散
糊药
化积颗粒
化积片
化积散
加味白药丸
加味保和丸
加味烂积丸
加味香砂枳术丸
健儿乐颗粒
健儿糖浆
健儿消积贴
健儿药片
健儿药丸
健脾消疳丸
健脾消食丸
健脾增力丸
健胃片
健胃消食胶囊
健胃消食颗粒
健胃消食口服液
健胃消食片
焦楂化滞丸
金朴消积颗粒
金砂消食口服液
金衣至宝锭
九制大黄丸
橘半枳术丸
开胃山楂丸
烂积丸
利儿康口服液
利膈丸
苓麦消食颗粒
龙胆酊
陇马陆胃药片
绿梅止泻颗粒
麦神开胃口服液
麦芽片
磨积散
平胃丸
朴实颗粒
七星茶
驱虫消食片
曲麦枳术丸
泉州百草曲
泉州茶饼
三甲散
沙棘籽油胶丸
沙棘籽油口服液
砂仁驱风油
山麦口服液
山葡健脾颗粒
山楂茯苓颗粒
山楂颗粒
山楂麦曲颗粒
山楂内金胶囊
山楂内金口服液
山楂调中丸
山楂丸
神曲胃痛胶囊
神曲胃痛片
十味消食散
食积颗粒
食积口服液
食消饮
四味脾胃舒颗粒
四味脾胃舒片
四消丸
太子金颗粒
贴积膏
铁娃散
童宝乐片
胃散
胃药胶囊
五味清浊散
香果健消胶囊
香果健消片
消积肥儿丸
消积化虫胶囊
消积化虫散
消积化虫糖浆
消积化滞片
消积健儿颗粒
消积健儿片
消积丸
消痞和胃胶囊
消食健儿颗粒
消食健儿糖浆
消食健脾片
消食健脾丸
强力痔根断
热痱搽剂
三味痔疮栓
消痔灵片
消肿痔疮胶囊
消肿痔疮片
熊胆栓
熊胆痔疮膏
熊胆痔灵膏
熊胆痔灵栓
榆槐片
远兴痔疮水
云南白药痔疮膏
珍珠散
珍珠生肌散
止红肠辟丸
痔疮水
痔疮外洗药
痔疮止血颗粒
痔疮止血丸
痔疾栓
痔疾洗液
痔康袋泡剂
痔瘘舒丸
痔宁胶囊
痔舒适洗液
痔速宁胶囊
痔速宁颗粒
痔速宁片
痔特佳胶囊
痔特佳片
痔痛安搽剂
痔痛宁气雾剂
痔炎消胶囊
痔炎消颗粒
痔炎消片
化核膏药
内消瘰疠丸
万灵片
五海癭瘤丸
消核膏
消瘿气瘰丸
消瘿五海丸
芋艿丸
耳聋通窍丸
耳炎液
八味锡类散
薄荷喉片
保喉片
北豆根滴丸
北豆根分散片
冰连清咽喷雾剂
苍辛气雾剂
藏青果喉片
藏青果颗粒
缠喉散
儿童清咽解热口服液
复方草玉梅含片
复方川贝清喉喷雾剂
复方川贝止咳糖浆
复方冬凌草含片
复方瓜子金含片
复方瓜子金胶囊
复方瓜子金颗粒
复方瓜子金片
复方两面针含片
复方罗汉果含片
复方青橄榄利咽含片
复方一枝黄花喷雾剂
复方余甘子利咽含片
复方鱼腥草滴丸
复方鱼腥草合剂
复方鱼腥草胶囊
复方鱼腥草颗粒
复方鱼腥草软胶囊
复方鱼腥草糖浆
甘桔清咽颗粒
功劳去火胶囊
功劳去火片
桂林西瓜霜含片
含化上清片
喉疾灵片
喉康散
喉舒宁胶囊
喉舒宁片
喉痛解毒丸
喉痛灵颗粒
喉痛片
喉痛丸
喉痛消炎丸
喉炎丸
喉药散
喉症丸
虎梅含片
健民咽喉片
解毒利咽丸
金参润喉合剂
金果钦
金果饮咽喉片
金海清咽袋泡茶
金喉散
金蓝气雾剂
金莲花润喉片
金鸣片
金嗓利咽胶囊
金嗓利咽颗粒
金嗓利咽丸
金嗓清音胶囊
金嗓清音颗粒
金嗓清音片
金嗓散结胶囊
金嗓散结片
金玄利咽颗粒
景天虫草含片
菊梅利咽含片
口炎清咀嚼片
苦金片
利咽含片
利咽解毒颗粒
利咽颗粒
罗汉果银花含片
慢咽宁袋泡茶
毛萼香茶菜清热利咽片
美声喉泰含片
氨麻美明
洛芬葡锌那敏
牛黄益金片
七味清咽气雾剂
芩黄喉症胶囊
芩石利咽口服液
青果颗粒
青果片
清喉散
清喉咽合剂
清凉喉片
清凉润喉片
同仁牛黄清心丸
鲜天麻胶囊
小儿抗惊片
醒脑牛黄清心片
熊胆滴丸
羊痫疯癫丸
羊痫疯丸
抑亢散
抑亢丸
晕复静片
晕可平颗粒
晕可平糖浆
镇痫片
白蚁巢胶囊
豹骨活络丸
豹骨酒
豹骨木瓜酒
豹骨追风膏
参茸全虫酒
风湿塞隆胶囊
复方蚂蚁壮骨酒
骨风宁胶囊
骨苓通痹丸
桂龙药膏
桂龙益肾通络口服液
海蛇药酒
鸿茅药酒
寄生追风液
健步强身丸
健康补脾丸
健腰丸
金关片
金毛狗脊丸
精制五加皮酒
蠲痹抗生酒
蠲痹抗生丸
抗风湿液
鹿川活络胶囊
马鬃蛇药酒
妙济丸
木耳舒筋丸
木竭胶囊
尿路康颗粒
强筋健骨胶囊
尪痹复康颗粒
威骨颗粒
威喜丸
温肾前列胶囊
温肾前列片
五加皮酒
仙灵脾胶囊
仙灵脾酒
仙灵脾颗粒
仙灵脾片
玄驹胶囊
玄驹片
玄七通痹胶囊
雪莲口服液
蚁参蠲痹胶囊
益气固肾胶囊
益肾化湿颗粒
益肾健腰口服液
益肾消肿丸
长春药酒
壮骨木瓜丸
壮腰健肾口服液
补肾通淋颗粒
丹桃合剂
丁公藤风湿药酒
丁公藤注射液
风寒双离拐胶囊
风寒双离拐片
风寒止痛膏
风湿福音丸
风湿关节炎片
风湿关节炎丸
风痛片
复方风湿搽剂
归麻止痛膏
过岗龙片
鸡矢藤注射液
肩痹膏
金钱白花蛇药酒
金糖宁胶囊
金药膏
盘龙七药酒
散痛舒分散片
麝香伤湿解痛膏
肾康栓
十二味痹通搽剂
十味乳香胶囊
十味乳香丸
铁棒锤止痛膏
痛可舒喷雾剂(痛可舒酊)
一枝蒿伤湿祛痛膏
止痛透骨膏
止脱生发散
川参通注射液
桂蒲肾清胶囊
桂蒲肾清片
海昆肾喜胶囊
锯叶棕果实提取物软胶囊
癃闭通胶囊
男康片
前列桂黄片
前列舒乐软胶囊
前列舒乐丸
沙巴棕软胶囊
羊藿三川颗粒
丹栀口服液
当归拈痛合剂
当归拈痛颗粒
当归拈痛丸
复方槐花胶囊
复方伸筋胶囊
滑膜炎颗粒
金香胶囊
克痹骨泰胶囊
克痹骨泰片
雷络酯片
灵芝茵陈胶囊
六味清热茶
龙首颗粒
清痹通络药酒
祛瘀健脾茶
森登四味汤散
通络止痛胶囊
痛风舒胶囊
痛风舒片
雅解片
益肾康胶囊
茵陈酒
茵陈五苓糖浆
珍珠活络二十九味丸
注射用蜂毒(冻干)
安阳膏药
安阳精制膏
槟藿痛风合剂
七厘胶囊
云南白药酊
肿痛气雾剂
骨质宁搽剂
润燥止痒胶囊
清感九味丸
十味龙胆花颗粒
炎消迪娜儿糖浆
止血八味散
红灵散
痔康胶囊
尿石通丸
西黄丸
复方斑蝥胶囊
复方益母颗粒
葆宫止血颗粒
妇炎消胶囊
抗宫炎颗粒
乌鸡白凤片
女金胶囊
生脉饮
复方五味子糖浆
参芪五味子胶囊
人参再造丸
追风透骨片
木瓜丸
脉络舒通颗粒
前列安通片
强肝丸
养心定悸颗粒
津力达颗粒
十味玉泉片
益脑片
清脑复神液
杞菊地黄丸
大活络胶囊
中风回春颗粒
中风回春丸
风湿骨痛颗粒
木瓜片
滑膜炎胶囊
复方风湿宁颗粒
肾炎四味颗粒
肾炎四味丸
康肾颗粒
肾炎舒胶囊
癫痫平片
前列泰片
翁沥通胶囊
翁沥通颗粒
血尿安片
前列欣胶囊
泽桂癃爽胶囊
普乐安片
壮腰健肾片
参百宁神口服液
参桂养荣丸
参芪五味子糖浆
参芪云芝颗粒
参茸安神片
参茸三七酒
参乌安神口服液
参芝安神口服液
定心丸
蜂皇胎胶囊
复方五味子酊
归芍活血胶囊
活血胶囊
加味灵芝菌片
佳蓉片
佳蓉丸
健脑益气片
健脾安神合剂
健脾安神胶囊
景志安神胶囊
景志安神颗粒
景志安神口服液
康复春口服液
蓝芷安脑胶囊
眠安宁
眠安宁胶囊
眠安宁颗粒
眠安宁口服液
七生静片
七叶神安滴丸
七叶神安分散片
人参珍珠口服液
茸血安神丸
茸血补心丸
舒心颗粒
双刺杞口服液
酸枣仁合剂
酸枣仁糖浆
桃红颗粒
天参益气胶囊
五参安神口服液
五加更年胶囊
五加更年颗粒
消疲灵颗粒
心神宁片
养心定悸膏
养心定悸口服液
养阴镇静片
养阴镇静丸
益气安神片
枣参安神胶囊
枣参合剂
至宝灵芝酒
珠珀安神丹
复方盐酸普鲁卡因
康脉心口服液
润肺化核膏
通脉宝膏
心脉安片
益心口服液
冰蛹通脉含片
维霉素
23价肺炎球菌多糖疫苗
氨基酸螯合钙
罗他霉素
清眩软胶囊
培哚普利叔丁胺
那屈肝素
恩曲利替
多替拉韦钠
磺胺多辛乙胺嘧啶
强力枇杷膏
四君子颗粒
养胃舒颗粒
当归补血胶囊
归脾颗粒
新血宝胶囊
六味地黄胶囊
左归丸
参苓白术胶囊
桂附地黄丸
强肝液
玉泉丸
生脉饮(党参方)
养血安神糖浆
二至丸
祖师麻注射液
复方风湿宁片
脉络舒通丸
丹膝颗粒
肾安胶囊
泽桂癃爽片
肾康宁颗粒
降脂通脉胶囊
胆石通胶囊
连翘败毒片
复方地龙胶囊
肾衰宁胶囊
乐脉胶囊
银丹心脑通软胶囊
冠心苏合胶囊
愈风宁心丸
豨红通络口服液
癃开颗粒
醒脑再造胶囊
红花逍遥胶囊
舒肝止痛丸
开胸顺气丸
头风痛丸
牛黄抱龙丸
逍遥片
肝达康胶囊
午时茶
复方柴胡注射液
小儿豉翘清热颗粒
紫金锭
黄连上清颗粒
清宁丸
维C银翘颗粒
清瘟解毒丸
清肺抑火丸
护肝片
复方益肝灵片
冬凌草胶囊
金莲花颗粒
附子理中丸
小建中合剂
香砂平胃颗粒
蛇胆陈皮散
苦黄颗粒
橘红丸
复方川贝精胶囊
三拗片
礞石滚痰丸
感冒清热颗粒
九味羌活丸
肤痒颗粒
速效牙痛宁酊
伤科接骨片
跌打片
跌打七厘散
龙血竭片
红药贴膏
香桂活血膏
活血止痛胶囊
颈痛颗粒
痛舒胶囊
骨痛灵酊
骨友灵搽剂
辣椒风湿膏药
麝香解痛膏
黑豆馏油软膏
皮肤康洗液
白脉软膏
六味安消胶囊
如意珍宝丸
通滞苏润江片
解毒生肌膏
六神软膏
龙珠软膏
五福化毒丸
痔疾洗液（痔疾宁）
利胆排石胶囊
西黄胶囊
参莲胶囊
肝复乐胶囊
柘木糖浆
养正消积胶囊
益血生胶囊
复方益母胶囊
少腹逐瘀颗粒
宫炎平胶囊
抗宫炎片
妇科白凤口服液
妇科十味片
明目上清片
珍珠明目滴眼液
复方草珊瑚含片
甘桔冰梅片
清咽润喉丸
宫瘤清片
乳宁颗粒
健脾止泻宁颗粒
归脾合剂
健步丸
麦味地黄片
补肺活血胶囊
云芝糖肽胶囊
固本丸
益气复脉颗粒
安神补心片
活力苏口服液
养血清脑颗粒
天麻胶囊
附桂骨痛胶囊
正清风痛宁缓释片
瘀血痹颗粒
五苓散
脑立清片
金天格胶囊
大柴胡颗粒
癃清胶囊
益心舒胶囊
冠心丹参胶囊
丹参滴注液
荷叶丸
宽胸气雾剂
心血宁片
龙心素胶囊
脉血康片
通塞脉胶囊
胃康灵颗粒
保儿安颗粒
小儿消食颗粒
川芎茶调丸
疏风活络片
强力定眩片
葛根汤颗粒
双黄连片
银翘片
小柴胡片
玉枢丹
苁蓉通便口服液
当归龙荟胶囊
疏风解毒胶囊
抗骨髓炎片
夏枯草颗粒
玉叶解毒颗粒
护肝颗粒
人参归脾丸
金芪降糖颗粒
芪冬颐心口服液
糖脉康胶囊
参麦注射液
生脉颗粒
稳心片
安神补心颗粒
舒眠片
安神补脑颗粒
安神补脑液
杞菊地黄胶囊
眩晕宁片
强力天麻杜仲胶囊
强力天麻杜仲丸
养血清脑丸
华佗再造丸
通络开痹片
祖师麻膏药
追风透骨丸
风湿骨痛片
关节止痛膏
金乌骨通胶囊
金骨莲片
正清风痛宁片
盘龙七片
通络祛痛膏
五苓胶囊
肾炎舒颗粒
肾炎舒片
补脑安神片
脑立清丸
正天胶囊
前列平胶囊
前列泰颗粒
阿胶补血膏
丹桂活血酒
肺心片
肺心夏治胶囊
冠脉通片
活血健骨片
活血降浊口服液
六味西红花口服液
通络固本酒
蚁红通络口服液
蚁黄口服液
蚁黄通络胶囊
益脑宁胶囊
益脑宁片
银红补肾药酒
保心宁胶囊
保心宁片
冰七胶囊
冰七片
参七心疏胶囊
参七心疏片
蟾麝救心丸
川苏救心喷雾剂
大明胶囊
丹灯通脑滴丸
丹香葡萄糖滴注液
